URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33519.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1000583,2009-12-07,0401 Accounting and audit services,2009-12-07 to 2010-01-31,,25846.38,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33517.html,Office of the Auditor General of Canada,Redman Dave,P1000573,2009-12-07,0401 Accounting and audit services,2010-01-08 to 2010-05-31,,11075,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33540.html,Office of the Auditor General of Canada,National Printers,P1000420,2009-12-11,0321 Printing Services,2009-09-25 to 2011-05-31,,165354,"Original value was $154,822.50. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $165,354.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33523.html,Office of the Auditor General of Canada,CINEQUIP WHITE,P1000612,2009-12-11,1223 Image/video equipment,2009-12-31 to 2010-03-31,,15377.25,To provide audio-visual equipment for use at OAG conferences.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33522.html,Office of the Auditor General of Canada,PACT PERFORMANCE CONSULTING INC.,P1000611,2009-12-17,0401 Accounting and audit services,2009-12-18 to 2010-03-31,,21000,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33525.html,Office of the Auditor General of Canada,CASEWARE IDEA INC.,P1000634,2009-12-21,1228 Computer software,2010-01-01 to 2010-03-31,,18742.5,Annual software maintenance and support.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33527.html,Office of the Auditor General of Canada,PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,P1000648,2009-12-21,0670 Computer equipment - hardware and software,2010-03-01 to 2011-03-31,,19579.35,Purchase of annual support and maintenance for anti-virus software.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33526.html,Office of the Auditor General of Canada,RICOH CANADA INC,P1000645,2009-12-21,"0533 Rental of machinery, office furniture and fixtures and other",2010-01-01 to 2013-12-31,,35428.05,Rental of multifunction copier. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33539.html,Office of the Auditor General of Canada,RIDEAU RECOGNITION SOLUTIONS INC.,P1000350,2009-12-22,1179 Miscellaneous manufactured articles,2009-09-01 to 2009-12-31,,22050,"Original value was $15,750.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $22,050.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33528.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1000649,2009-12-22,0401 Accounting and audit services,2009-12-24 to 2010-03-31,,56175,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33529.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1000652,2009-12-22,0401 Accounting and audit services,2009-12-24 to 2010-06-30,,48300,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33530.html,Office of the Auditor General of Canada,3016676 Canada Inc. o/s CILFO,P1000655,2009-12-23,0446 Training consultants,2010-01-04 to 2010-03-31,,18259.5,"French language training for staff, contract awarded through a competitive process (OAG Standing Offer)"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q3_e_33524.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1000631,2009-12-29,0401 Accounting and audit services,2009-12-29 to 2010-05-31,,41351.99,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33285.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1000306,2009-07-03,0401 Accounting and audit services,2009-07-06 to 2009-09-30,,47250,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33286.html,Office of the Auditor General of Canada,IASeminars Ltd,P1000312,2009-07-13,0446 Training consultants,2009-07-31 to 2009-12-31,,20997.5,Training consultants
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33315.html,Office of the Auditor General of Canada,OCEANIC BUSINESS CENTRE,P1000163,2009-07-17,0511 Rental of office buildings,2009-04-01 to 2010-12-31,,24100,"Original value was $22,000.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $24,100.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33314.html,Office of the Auditor General of Canada,PETER AUCOIN,P0900923,2009-07-24,0401 Accounting and audit services,2008-10-01 to 2009-07-10,,12513.75,"Original value was $10,282.50. This Contract includes one or more amendments. Extent of work and expenses were increased, Contract subsequently amended to $12,513.75"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33289.html,Office of the Auditor General of Canada,Johanne Morin,P1000328,2009-07-28,0351 Communications professional services not elsewhere specified,2009-08-01 to 2010-03-31,,11550,Edit services for various Office related documents
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33291.html,Office of the Auditor General of Canada,ROBERT HALF FINANCE &amp; ACCOUNTING,P1000335,2009-07-29,0491 Management consulting,2009-07-31 to 2009-07-31,,12600,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33290.html,Office of the Auditor General of Canada,RPDATA SOLUTIONS INC.,P1000334,2009-07-29,0472 Information Technology consultants,2009-08-01 to 2011-03-31,,115500,Database analyst services. Contract awarded through a competitive process (OAG Request for Proposal)
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33288.html,Office of the Auditor General of Canada,RICOH CANADA INC,P1000324,2009-07-29,"0533 Rental of machinery, office furniture and fixtures and other",2009-09-01 to 2013-08-31,,75600,Rental of multifunction copier
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33292.html,Office of the Auditor General of Canada,CARL KEARLEY,P1000340,2009-08-06,0499 Other professional services not elsewhere specified,2009-08-31 to 2010-03-31,,25987.5,To provide Intranet Redesign services.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33294.html,Office of the Auditor General of Canada,RIDEAU RECOGNITION SOLUTIONS INC.,P1000350,2009-08-07,1179 Miscellaneous manufactured articles,2009-09-01 to 2009-12-31,,15750,Rewards and recognition program for Office employees. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33293.html,Office of the Auditor General of Canada,MORNEAU SOBECO,P1000341,2009-08-07,0401 Accounting and audit services,2009-08-07 to 2010-09-30,,22050,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33287.html,Office of the Auditor General of Canada,MORNEAU SOBECO,P1000315,2009-08-07,0401 Accounting and audit services,2009-08-07 to 2010-09-30,,22050,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33295.html,Office of the Auditor General of Canada,GSI INTERNATIONAL CONSULTING GROUP,P1000351,2009-08-07,0472 Information Technology consultants,2009-08-17 to 2010-03-31,,13900,Consulting services for reporting software.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33296.html,Office of the Auditor General of Canada,TERAMACH TECHNOLOGIES INC,P1000353,2009-08-10,1227 Computer equipment - small desktop/personal/portable/keyboard,2009-08-21 to 2009-08-21,,27631.92,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33316.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC.,P1000014,2009-08-13,0401 Accounting and audit services,2009-04-01 to 2009-06-30,,14850,"Original value was $12,000.00. This Contract includes one or more amendments. Extent of work and expenses were increased, Contract subsequently amended to $14,850.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33297.html,Office of the Auditor General of Canada,"RGB Systems, Inc.",P1000359,2009-08-18,1239 Other office equipment and parts,2009-08-31 to 2009-08-31,,12148.82,Purchase of video equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33298.html,Office of the Auditor General of Canada,HAMPTON INN OTTAWA AND CONFERENCE CENTRE,P1000362,2009-08-19,0822 Hospitality,2009-09-21 to 2009-09-24,,69831.3,"Conference rooms, lunch and refreshments for the Office of the Auditor General&#39;s annual staff update, performance audit symposium and accounting &amp; auditing update"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33299.html,Office of the Auditor General of Canada,C2 INNOVATIONS INC,P1000363,2009-08-20,0472 Information Technology consultants,2009-11-02 to 2010-03-31,,23049.48,Consulting services in relation to editorial services software.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33302.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1000384,2009-08-31,1172 Office and stationers supplies,2009-09-01 to 2010-03-31,,24150,Miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33301.html,Office of the Auditor General of Canada,Mohawk Office Supplies Inc.,P1000383,2009-08-31,1172 Office and stationers supplies,2009-09-01 to 2010-03-31,,10500,Miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33303.html,Office of the Auditor General of Canada,"JORDAN, NESBITT COMMUNICATIONS",P1000385,2009-09-01,0499 Other professional services not elsewhere specified,2009-09-21 to 2010-03-31,,10237.5,Writing services for Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33305.html,Office of the Auditor General of Canada,3016676 Canada Inc. o/s CILFO,P1000389,2009-09-02,0446 Training consultants,2010-01-15 to 2010-03-15,,10955.7,"English language training for staff, contract awarded through a competitive process (OAG Standing Offer)"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33304.html,Office of the Auditor General of Canada,COMPUTRAD INC.,P1000386,2009-09-03,0499 Other professional services not elsewhere specified,2009-09-10 to 2010-03-31,,20475,Provision of proof reading services.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33300.html,Office of the Auditor General of Canada,Clyde Goodlet,P1000381,2009-09-08,0401 Accounting and audit services,2009-09-14 to 2010-06-30,,12599.69,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33306.html,Office of the Auditor General of Canada,CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,P1000400,2009-09-15,0446 Training consultants,2009-10-13 to 2009-12-23,,13167,"French language training for staff, contract awarded through a competitive process (OAG Standing Offer)"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33308.html,Office of the Auditor General of Canada,Macadamian Technologies Inc.,P1000412,2009-09-18,0472 Information Technology consultants,2009-09-23 to 2009-12-31,,21315,Provide consulting services to the office of the Auditor general&#39;s product costing system.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33309.html,Office of the Auditor General of Canada,PROFESSIONAL ACCOUNTING SUPPLEMENTARY SCHOOL,P1000418,2009-09-21,0446 Training consultants,2009-09-23 to 2009-12-31,,11103.75,Provison of accounting preparation course.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33307.html,Office of the Auditor General of Canada,COACHING-TRAINING CHARRON-POGGIOLI INC.,P1000404,2009-09-21,0446 Training consultants,2009-10-05 to 2010-03-31,,18900,Training in supervision of staff.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33310.html,Office of the Auditor General of Canada,National Printers (Ottawa) Inc.,P1000420,2009-09-24,0321 Printing Services,2009-09-25 to 2011-05-31,,154822.5,Printing of the 2009-10 Auditor General Reports. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33313.html,Office of the Auditor General of Canada,MEMORY EXPERTS INTERNATIONAL (MXI) INC.,P1000425,2009-09-25,1229 Computer equipment parts,2009-10-02 to 2009-10-02,,14284.2,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33311.html,Office of the Auditor General of Canada,TERAMACH TECHNOLOGIES INC,P1000422,2009-09-25,"1226 Computer equipment - large/medium - mainframe, mini",2009-09-30 to 2009-09-30,,10583.02,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33312.html,Office of the Auditor General of Canada,Jean Lesage,P1000424,2009-09-28,0494 Translation services,2009-09-30 to 2010-03-31,,21682.5,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q2_e_33317.html,Office of the Auditor General of Canada,PAUL CROFT,P1000204,2009-09-29,0351 Communications professional services not elsewhere specified,2009-01-06 to 2009-03-31,,36750,"Original value was $25,725.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $36,750.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32950.html,Office of the Auditor General of Canada,OCEANIC BUSINESS CENTRE,P1000163,2009-04-01,0511 Rental of office buildings,2009-04-01 to 2010-12-31,,24150,Rental of temporary office space
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32914.html,Office of the Auditor General of Canada,ANTHONY MACAULEY ASSOCIATES,P0901634,2009-04-01,0670 Computer equipment - harware and software,2009-04-01 to 2010-03-31,,50710.8,Annual software maintenance and support. Contract awarded through Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32953.html,Office of the Auditor General of Canada,SOFTCHOICE CORPORATION,P1000176,2009-04-01,1228 Computer software,2009-04-01 to 2010-03-31,,28804.99,Purchase of annual support and maintenance for the Office&rsquo;s Microsoft software. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32954.html,Office of the Auditor General of Canada,OPEN TEXT CANADA CORPORATION,P1000177,2009-04-01,1228 Computer software,2009-06-01 to 2010-03-31,,10695.53,Annual software maintenance and support.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32952.html,Office of the Auditor General of Canada,ROGERS TELECOM (SCBS),P1000175,2009-04-01,0221 Basic data communications services,2009-04-01 to 2010-03-31,,18900,Provision of Internet Services
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32949.html,Office of the Auditor General of Canada,LASERNETWORKS INC,P1000157,2009-04-01,0670 Computer equipment - hardware and software,2009-04-01 to 2010-03-31,,12600,Printer maintenance and service
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32948.html,Office of the Auditor General of Canada,GRAND &amp; TOY,P1000153,2009-04-01,1172 Office and stationers supplies,2009-04-01 to 2010-03-31,,10500,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32913.html,Office of the Auditor General of Canada,ORACLE CORPORATION CANADA INC,P0901633,2009-04-01,1228 Computer software,2009-04-01 to 2011-03-31,,14362,Computer software. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32911.html,Office of the Auditor General of Canada,BELANGER CONSULTING,P0901618,2009-04-02,0446 Training consultants,2009-04-03 to 2010-03-31,,10132.5,Various training sessions for staff.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32907.html,Office of the Auditor General of Canada,BYWORD COMMUNICATIONS,P0901597,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,25725,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32909.html,Office of the Auditor General of Canada,MAURICE AUDET,P0901600,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,12600,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32908.html,Office of the Auditor General of Canada,WILLIAM HART,P0901598,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,20790,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32905.html,Office of the Auditor General of Canada,"ALISON C. ARNOT,",P0901594,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,25593.75,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32904.html,Office of the Auditor General of Canada,GEOLITHUM,P0901593,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,22050,Edit services for various Office reports and documents (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32910.html,Office of the Auditor General of Canada,LOUIS MAJEAU (SPEC ENR.),P0901609,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,16275,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32906.html,Office of the Auditor General of Canada,AGENCE RTR CONSULTING INC,P0901595,2009-04-03,0351 Communications professional services not elsewhere specified,2009-04-06 to 2010-03-31,,15120,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32922.html,Office of the Auditor General of Canada,MACKINNON-CHARLTON MANAGEMENT CONSULTANTS,P1000026,2009-04-07,0491 Management consulting,2009-04-08 to 2010-03-31,,26209,Human resource classification services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32912.html,Office of the Auditor General of Canada,BERGER &amp; COMPANY,P0901627,2009-04-07,0401 Accounting and audit services,2009-04-09 to 2010-03-31,,10500,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32920.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC,P1000014,2009-04-07,0401 Accounting and audit services,2009-04-09 to 2009-06-30,,12075,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32915.html,Office of the Auditor General of Canada,RAY &amp; BERNDTSON OTTAWA INC.,P0901637,2009-04-08,0491 Management consulting,2009-04-30,,50741.46,Recruitment fee for hiring of staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32924.html,Office of the Auditor General of Canada,PAUL CARRIERE AND ASSOCIATES,P1000032,2009-04-09,0491 Management consulting,2009-04-16 to 2009-12-31,,16891.88,To provide advice on Human Resource matters.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32919.html,Office of the Auditor General of Canada,BDO DUNWOODY LLP,P1000013,2009-04-09,0401 Accounting and audit services,2009-04-22 to 2009-06-15,,34649.61,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32916.html,Office of the Auditor General of Canada,WORKSTREAM INC,P0901648,2009-04-09,0491 Management consulting,2009-04-14 to 2010-03-31,,24570,Annual software maintenance and support. Contract awarded through Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32918.html,Office of the Auditor General of Canada,WILD BIGHT ENTERPRISES LIMITED,P1000007,2009-04-09,0401 Accounting and audit services,2009-04-14 to 2010-03-31,,15960,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32921.html,Office of the Auditor General of Canada,WALTER ROSS,P1000019,2009-04-09,0401 Accounting and audit services,2009-04-23 to 2010-02-28,,10500,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32925.html,Office of the Auditor General of Canada,BURKE CADER MEDIA STRATEGIES INC,P1000035,2009-04-15,0499 Other professional services not elsewhere specified,2009-04-17 to 2009-12-31,,12600,Writing and editing services
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32926.html,Office of the Auditor General of Canada,DELL CANADA INC.,P1000038,2009-04-15,1227 Computer equipment - small desktop/personal/portable/keyboard,2009-04-24,,217042.35,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32903.html,Office of the Auditor General of Canada,ROBERT HALF FINANCE &amp; ACCOUNTING,P0901473,2009-04-16,0491 Management consulting,2009-04-20,,29400,Recruitment fee for hiring of staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32927.html,Office of the Auditor General of Canada,TELUS COMMUNICATIONS INC,P1000042,2009-04-17,0522 Rental of image/video communications equipment,2009-04-20 to 2010-03-31,,19950,To provide audio-visual equipment for use at OAG conferences.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32929.html,Office of the Auditor General of Canada,MICROSOFT LICENSING,P1000049,2009-04-17,0670 Computer equipment - hardware and software,2009-04-20 to 2010-03-31,,166401.05,Purchase of software licenses. Purchased using a PWGSC Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32928.html,Office of the Auditor General of Canada,IMP SOLUTIONS,P1000047,2009-04-17,1227 Computer equipment - small desktop/personal/portable/keyboard,2009-05-01,,14911.58,Purchase of computer monitors. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32930.html,Office of the Auditor General of Canada,ART DESIGN INTERNATIONAL INC,P1000050,2009-04-17,"1231 Office furniture and furnishings, including parts",2009-04-20 to 2010-03-31,,35262.68,Ergonomic task chairs for staff. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32923.html,Office of the Auditor General of Canada,NCR ASSOCIATES,P1000031,2009-04-17,0491 Management consulting,2009-04-20 to 2010-03-31,,10395,Delivery of courses to Office staff.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32932.html,Office of the Auditor General of Canada,BLOOMBERG L.P.,P1000062,2009-04-21,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2009-03-27 to 2010-03-31,,28045.19,Access to an on-line financial information tool.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32933.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1000064,2009-04-21,"1231 Office furniture and furnishings, including parts",2009-04-21 to 2010-03-31,,26250,Acquisition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32935.html,Office of the Auditor General of Canada,DELTA MEDIA INC,P1000072,2009-04-23,0351 Communications professional services not elsewhere specified,2009-05-01 to 2009-12-31,,13991.25,Writing and editing services
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32934.html,Office of the Auditor General of Canada,ELAINE GROUT-BROWN,P1000069,2009-04-23,0401 Accounting and audit services,2009-04-28 to 2010-03-31,,22680,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32931.html,Office of the Auditor General of Canada,MDF CONSULTANTS INC.,P1000061,2009-04-23,0401 Accounting and audit services,2009-04-23 to 2009-08-31,,11025,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32936.html,Office of the Auditor General of Canada,W.E. ROBERT LITTLE &amp; ASSOCIATES INC,P1000080,2009-04-24,0401 Accounting and audit services,2009-04-24 to 2010-03-31,,22400.28,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32937.html,Office of the Auditor General of Canada,LORICK INC,P1000081,2009-04-24,0401 Accounting and audit services,2009-04-24 to 2010-03-31,,23520,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32938.html,Office of the Auditor General of Canada,GSI INTERNATIONAL CONSULTING GROUP,P1000092,2009-04-24,0472 Information Technology consultants,2009-05-01 to 2010-03-31,,20811,To provide Intranet development services.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32939.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1000094,2009-04-27,0630 Office Buildings,2009-04-27 to 2010-03-31,,52500,Minor building renovations. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32917.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P0901650,2009-04-27,0401 Accounting and audit services,2009-04-29 to 2010-03-31,,16138.5,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32940.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1000096,2009-04-27,0401 Accounting and audit services,2009-04-29 to 2009-06-30,,24212.3,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32941.html,Office of the Auditor General of Canada,RENOUF PUBLISHING COMPANY LIMITED,P1000103,2009-04-28,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2009-04-28 to 2010-03-31,,15750,"Purchase of miscellaneous books, subscriptions and periodicals for Library"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32944.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1000123,2009-04-29,0401 Accounting and audit services,2009-04-30 to 2009-05-29,,17010,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32943.html,Office of the Auditor General of Canada,FEDERAL EXPRESS CANADA LTD.,P1000115,2009-04-30,0213 Courier services,2009-04-01 to 2010-03-31,,42000,"Freight, Cargo and Courier Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer."
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32945.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1000132,2009-04-30,1172 Office and stationers supplies,2009-04-01 to 2009-07-30,,21000,Purchase of miscellaneous office supplies.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32942.html,Office of the Auditor General of Canada,GRAND &amp; TOY,P1000114,2009-04-30,1172 Office and stationers supplies,2009-04-01 to 2010-03-31,,31500,Provision and delivery of various paper products. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32959.html,Office of the Auditor General of Canada,KINEMEDICS LTD,P1000196,2009-05-02,0491 Management consulting,2009-05-20 to 2012-05-19,,110250,Ergonomic assessment services for Office staff. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32946.html,Office of the Auditor General of Canada,GOWLING LAFLEUR HENDERSON LLP,P1000133,2009-05-04,0410 Legal Services,2009-05-05 to 2009-08-31,,42000,Provision of Legal Services.
